barcode,cycle_id,current(A),voltage(V),time(s)
demo,32,-2,3.825730032,163250
demo,32,-2,3.823765202,163260
demo,32,-2,3.821800111,163270
demo,32,-2,3.819834758,163280
demo,32,-2,3.817869144,163290
demo,32,-2,3.815850965,163300
demo,32,-2,3.813739482,163310
demo,32,-2,3.811627741,163320
demo,32,-2,3.809515742,163330
demo,32,-2,3.807403486,163340
demo,32,-2,3.805170377,163350
demo,32,-2,3.802719257,163360
demo,32,-2,3.800099124,163370
demo,32,-2,3.797478736,163380
demo,32,-2,3.794858093,163390
demo,32,-2,3.792054926,163400
demo,32,-2,3.789230551,163410
demo,32,-2,3.786405922,163420
demo,32,-2,3.78358104,163430
demo,32,-2,3.780732772,163440
demo,32,-2,3.777767504,163450
demo,32,-2,3.774778648,163460
demo,32,-2,3.77175025,163470
demo,32,-2,3.768721599,163480
demo,32,-2,3.765690103,163490
demo,32,-2,3.762654974,163500
demo,32,-2,3.759619592,163510
demo,32,-2,3.756583955,163520
demo,32,-2,3.753548065,163530
demo,32,-2,3.75060183,163540
demo,32,-2,3.747693452,163550
demo,32,-2,3.744784819,163560
demo,32,-2,3.741875931,163570
demo,32,-2,3.739205183,163580
demo,32,-2,3.736745388,163590
demo,32,-2,3.734290939,163600
demo,32,-2,3.731836233,163610
demo,32,-2,3.729381269,163620
demo,32,-2,3.726969295,163630
demo,32,-2,3.724694595,163640
demo,32,-2,3.722419635,163650
demo,32,-2,3.720144415,163660
demo,32,-2,3.717868934,163670
demo,32,-2,3.715661699,163680
demo,32,-2,3.713520632,163690
demo,32,-2,3.711379302,163700
demo,32,-2,3.709079911,163710
demo,32,-2,3.706748106,163720
demo,32,-2,3.704484184,163730
demo,32,-2,3.702239646,163740
demo,32,-2,3.699994841,163750
demo,32,-2,3.697749768,163760
demo,32,-2,3.695506782,163770
demo,32,-2,3.693313908,163780
demo,32,-2,3.691120763,163790
demo,32,-2,3.688927344,163800
demo,32,-2,3.686733651,163810
demo,32,-2,3.684549277,163820
demo,32,-2,3.682561656,163830
demo,32,-2,3.680793139,163840
demo,32,-2,3.679024342,163850
demo,32,-2,3.677255262,163860
demo,32,-2,3.675496589,163870
demo,32,-2,3.67374532,163880
demo,32,-2,3.671993764,163890
demo,32,-2,3.670241919,163900
demo,32,-2,3.668489783,163910
demo,32,-2,3.666748157,163920
demo,32,-2,3.665008142,163930
demo,32,-2,3.663267829,163940
demo,32,-2,3.661527218,163950
demo,32,-2,3.659787636,163960
demo,32,-2,3.658057644,163970
demo,32,-2,3.656427144,163980
demo,32,-2,3.654837391,163990
demo,32,-2,3.653247328,164000
demo,32,-2,3.651661709,164010
demo,32,-2,3.650083305,164020
demo,32,-2,3.648504583,164030
demo,32,-2,3.646925541,164040
demo,32,-2,3.645346177,164050
demo,32,-2,3.643776127,164060
demo,32,-2,3.642210814,164070
demo,32,-2,3.64064517,164080
demo,32,-2,3.639079191,164090
demo,32,-2,3.637512875,164100
demo,32,-2,3.635962338,164110
demo,32,-2,3.634412783,164120
demo,32,-2,3.63286288,164130
demo,32,-2,3.631312626,164140
demo,32,-2,3.629765757,164150
demo,32,-2,3.62823422,164160
demo,32,-2,3.62670232,164170
demo,32,-2,3.625170054,164180
demo,32,-2,3.623813535,164190
demo,32,-2,3.622478547,164200
demo,32,-2,3.621158223,164210
demo,32,-2,3.619837516,164220
demo,32,-2,3.618516422,164230
demo,32,-2,3.617194937,164240
demo,32,-2,3.6158787,164250
demo,32,-2,3.614564157,164260
demo,32,-2,3.613249209,164270
demo,32,-2,3.61193385,164280
demo,32,-2,3.610618076,164290
demo,32,-2,3.609303967,164300
demo,32,-2,3.607989437,164310
demo,32,-2,3.606674476,164320
demo,32,-2,3.605359077,164330
demo,32,-2,3.604043114,164340
demo,32,-2,3.602726366,164350
demo,32,-2,3.601409163,164360
demo,32,-2,3.6000915,164370
demo,32,-2,3.598773369,164380
demo,32,-2,3.59744346,164390
demo,32,-2,3.596327343,164400
demo,32,-2,3.595250375,164410
demo,32,-2,3.594172912,164420
demo,32,-2,3.593094947,164430
demo,32,-2,3.591979262,164440
demo,32,-2,3.590853938,164450
demo,32,-2,3.589728089,164460
demo,32,-2,3.588601707,164470
demo,32,-2,3.587469642,164480
demo,32,-2,3.586270299,164490
demo,32,-2,3.585070397,164500
demo,32,-2,3.583869929,164510
demo,32,-2,3.582668884,164520
demo,32,-2,3.581434273,164530
demo,32,-2,3.580135046,164540
demo,32,-2,3.578835214,164550
demo,32,-2,3.577534766,164560
demo,32,-2,3.576233691,164570
demo,32,-2,3.574859808,164580
demo,32,-2,3.573438831,164590
demo,32,-2,3.571942186,164600
demo,32,-2,3.570441124,164610
demo,32,-2,3.568939379,164620
demo,32,-2,3.567319374,164630
demo,32,-2,3.565682151,164640
demo,32,-2,3.564044205,164650
demo,32,-2,3.562405522,164660
demo,32,-2,3.560745497,164670
demo,32,-2,3.558963588,164680
demo,32,-2,3.557180898,164690
demo,32,-2,3.555397412,164700
demo,32,-2,3.553613115,164710
demo,32,-2,3.551769601,164720
demo,32,-2,3.549842509,164730
demo,32,-2,3.547914558,164740
demo,32,-2,3.545985727,164750
demo,32,-2,3.544056,164760
demo,32,-2,3.542034585,164770
demo,32,-2,3.539969946,164780
demo,32,-2,3.53790435,164790
demo,32,-2,3.535863764,164800
demo,32,-2,3.533850134,164810
demo,32,-2,3.531722161,164820
demo,32,-2,3.529587253,164830
demo,32,-2,3.527451275,164840
demo,32,-2,3.525314202,164850
demo,32,-2,3.523153671,164860
demo,32,-2,3.520912316,164870
demo,32,-2,3.518669787,164880
demo,32,-2,3.516426053,164890
demo,32,-2,3.514181086,164900
demo,32,-2,3.511893528,164910
demo,32,-2,3.5095612,164920
demo,32,-2,3.507227543,164930
demo,32,-2,3.504892521,164940
demo,32,-2,3.502556098,164950
demo,32,-2,3.5001634,164960
demo,32,-2,3.497751496,164970
demo,32,-2,3.495338076,164980
demo,32,-2,3.492923098,164990
demo,32,-2,3.490504742,165000
demo,32,-2,3.488012587,165010
demo,32,-2,3.485393693,165020
demo,32,-2,3.48275342,165030
demo,32,-2,3.480111354,165040
demo,32,-2,3.477436887,165050
demo,32,-2,3.47468656,165060
demo,32,-2,3.471934271,165070
demo,32,-2,3.46917996,165080
demo,32,-2,3.466423565,165090
demo,32,-2,3.463559133,165100
demo,32,-2,3.460609502,165110
demo,32,-2,3.457639683,165120
demo,32,-2,3.454648538,165130
demo,32,-2,3.451654945,165140
demo,32,-2,3.448374803,165150
demo,32,-2,3.445033436,165160
demo,32,-2,3.44168936,165170
demo,32,-2,3.438342476,165180
demo,32,-2,3.434944414,165190
demo,32,-2,3.431095302,165200
demo,32,-2,3.427243062,165210
demo,32,-2,3.423414199,165220
demo,32,-2,3.419634513,165230
demo,32,-2,3.415688976,165240
demo,32,-2,3.411458042,165250
demo,32,-2,3.407223322,165260
demo,32,-2,3.402984659,165270
demo,32,-2,3.398741889,165280
demo,32,-2,3.394411375,165290
demo,32,-2,3.390028187,165300
demo,32,-2,3.385640337,165310
demo,32,-2,3.381046084,165320
demo,32,-2,3.376268727,165330
demo,32,-2,3.371624007,165340
demo,32,-2,3.366988664,165350
demo,32,-2,3.362347471,165360
demo,32,-2,3.35770014,165370
demo,32,-2,3.353083327,165380
demo,32,-2,3.348639555,165390
demo,32,-2,3.344188651,165400
demo,32,-2,3.339730234,165410
demo,32,-2,3.335273866,165420
demo,32,-2,3.330865956,165430
demo,32,-2,3.326450889,165440
demo,32,-2,3.322026459,165450
demo,32,-2,3.317592105,165460
demo,32,-2,3.313147217,165470
demo,32,-2,3.30828165,165480
demo,32,-2,3.303234615,165490
demo,32,-2,3.298174861,165500
demo,32,-2,3.29310152,165510
demo,32,-2,3.288010268,165520
demo,32,-2,3.281184433,165530
demo,32,-2,3.27430002,165540
demo,32,-2,3.267397563,165550
demo,32,-2,3.260475628,165560
demo,32,-2,3.252595644,165570
demo,32,-2,3.24178733,165580
demo,32,-2,3.230954148,165590
demo,32,-2,3.220093833,165600
demo,32,-2,3.209203818,165610
demo,32,-2,3.194180545,165620
demo,32,-2,3.174942327,165630
demo,32,-2,3.155536628,165640
demo,32,-2,3.13608666,165650
demo,32,-2,3.116587233,165660
demo,32,-2,3.084310525,165670
demo,32,-2,3.048393397,165680
demo,32,-2,3.012404895,165690
demo,32,-2,2.97633464,165700
demo,32,-2,2.938561243,165710
demo,32,-2,2.869342119,165720
demo,33,4,2.971731813,165730
demo,33,4,3.154551876,165740
demo,33,4,3.230138614,165750
demo,33,4,3.294832388,165760
demo,33,4,3.333152782,165770
demo,33,4,3.370555716,165780
demo,33,4,3.392780209,165790
demo,33,4,3.412657412,165800
demo,33,4,3.428515211,165810
demo,33,4,3.440509409,165820
demo,33,4,3.452020094,165830
demo,33,4,3.460508762,165840
demo,33,4,3.469019675,165850
demo,33,4,3.476677698,165860
demo,33,4,3.484117134,165870
demo,33,4,3.491603473,165880
demo,33,4,3.499247992,165890
demo,33,4,3.506972398,165900
demo,33,4,3.515152251,165910
demo,33,4,3.523368894,165920
demo,33,4,3.531825936,165930
demo,33,4,3.539918176,165940
demo,33,4,3.547695627,165950
demo,33,4,3.555318338,165960
demo,33,4,3.562966388,165970
demo,33,4,3.569801565,165980
demo,33,4,3.576726163,165990
demo,33,4,3.583139986,166000
demo,33,4,3.589152052,166010
demo,33,4,3.595039417,166020
demo,33,4,3.60040188,166030
demo,33,4,3.605730632,166040
demo,33,4,3.610732874,166050
demo,33,4,3.615689888,166060
demo,33,4,3.620561347,166070
demo,33,4,3.625335998,166080
demo,33,4,3.629966095,166090
demo,33,4,3.634327476,166100
demo,33,4,3.638699949,166110
demo,33,4,3.642975525,166120
demo,33,4,3.647223418,166130
demo,33,4,3.651417522,166140
demo,33,4,3.655514494,166150
demo,33,4,3.659618976,166160
demo,33,4,3.663529113,166170
demo,33,4,3.667447222,166180
demo,33,4,3.671220918,166190
demo,33,4,3.674988904,166200
demo,33,4,3.678726726,166210
demo,33,4,3.682277347,166220
demo,33,4,3.685834469,166230
demo,33,4,3.689143268,166240
demo,33,4,3.692430674,166250
demo,33,4,3.695572424,166260
demo,33,4,3.698588084,166270
demo,33,4,3.701564455,166280
demo,33,4,3.704322909,166290
demo,33,4,3.707016722,166300
demo,33,4,3.709438295,166310
demo,33,4,3.711816972,166320
demo,33,4,3.714116725,166330
demo,33,4,3.716310646,166340
demo,33,4,3.718499856,166350
demo,33,4,3.720558692,166360
demo,33,4,3.72262153,166370
demo,33,4,3.724623204,166380
demo,33,4,3.726599643,166390
demo,33,4,3.728826214,166400
demo,33,4,3.73129517,166410
demo,33,4,3.733767403,166420
demo,33,4,3.736242317,166430
demo,33,4,3.738720468,166440
demo,33,4,3.741204405,166450
demo,33,4,3.743693273,166460
demo,33,4,3.74618888,166470
demo,33,4,3.748699489,166480
demo,33,4,3.751213131,166490
demo,33,4,3.753778004,166500
demo,33,4,3.756702649,166510
demo,33,4,3.759670539,166520
demo,33,4,3.762660698,166530
demo,33,4,3.765658247,166540
demo,33,4,3.768688744,166550
demo,33,4,3.771721894,166560
demo,33,4,3.774780215,166570
demo,33,4,3.777847951,166580
demo,33,4,3.780928074,166590
demo,33,4,3.784025399,166600
demo,33,4,3.78728502,166610
demo,33,4,3.790691368,166620
demo,33,4,3.794100102,166630
demo,33,4,3.797528203,166640
demo,33,4,3.800967034,166650
demo,33,4,3.804419318,166660
demo,33,4,3.807899479,166670
demo,33,4,3.811537112,166680
demo,33,4,3.815869936,166690
demo,33,4,3.820208795,166700
demo,33,4,3.824610129,166710
demo,33,4,3.829058818,166720
demo,33,4,3.833545773,166730
demo,33,4,3.838173014,166740
demo,33,4,3.842423813,166750
demo,33,4,3.846903336,166760
demo,33,4,3.851428211,166770
demo,33,4,3.856126476,166780
demo,33,4,3.861017064,166790
demo,33,4,3.865951062,166800
demo,33,4,3.871475013,166810
demo,33,4,3.8772822,166820
demo,33,4,3.883281393,166830
demo,33,4,3.889348723,166840
demo,33,4,3.89541362,166850
demo,33,4,3.901473122,166860
demo,33,4,3.907440139,166870
demo,33,4,3.913098777,166880
demo,33,4,3.918759478,166890
demo,33,4,3.924160514,166900
demo,33,4,3.929418948,166910
demo,33,4,3.934139951,166920
demo,33,4,3.938388375,166930
demo,33,4,3.942638898,166940
demo,33,4,3.94662642,166950
demo,33,4,3.950590506,166960
demo,33,4,3.954450609,166970
demo,33,4,3.958215202,166980
demo,33,4,3.961821065,166990
demo,33,4,3.965329631,167000
demo,33,4,3.968840398,167010
demo,33,4,3.972293697,167020
demo,33,4,3.975735614,167030
demo,33,4,3.979160137,167040
demo,33,4,3.983265195,167050
demo,33,4,3.987531397,167060
demo,33,4,3.991775713,167070
demo,33,4,3.996022408,167080
demo,33,3.984366463,4,167090
demo,33,3.75537642,3.999999922,167100
demo,33,3.559120545,3.999999265,167110
demo,33,3.398095136,4.000017005,167120
demo,33,3.251215892,4.000001399,167130
demo,33,3.113029716,3.999999794,167140
demo,33,2.981795432,4.000000004,167150
demo,33,2.85662161,3.999999954,167160
demo,33,2.737091401,4.000000056,167170
demo,33,2.622897838,3.999999778,167180
demo,33,2.513588656,3.999999366,167190
demo,33,2.408804306,3.999998319,167200
demo,33,2.30873474,4.000002427,167210
demo,33,2.190566727,3.999999994,167220
demo,33,2.078748798,3.999999989,167230
demo,33,1.972982608,3.999999982,167240
demo,33,1.873162486,3.999999931,167250
demo,33,1.778859923,3.999999894,167260
demo,33,1.689538515,3.999999967,167270
demo,33,1.604844394,4.000000124,167280
demo,33,1.524413966,3.999999953,167290
demo,33,1.448070724,4.000000058,167300
demo,33,1.375534709,4.00000008,167310
demo,33,1.306640429,3.999999968,167320
demo,33,1.241219569,3.999999993,167330
demo,33,1.179077068,3.999999977,167340
demo,33,1.120046084,3.999999411,167350
demo,33,1.063946124,3.999998207,167360
demo,33,1.009711419,4.000020859,167370
demo,33,0.956183861,4.000006685,167380
demo,33,0.905759007,3.999997279,167390
demo,33,0.858650077,3.999998451,167400
demo,33,0.814186859,4.000002583,167410
demo,33,0.771879294,4.000003217,167420
demo,33,0.7316494,4.000001581,167430
demo,33,0.693374613,3.999997622,167440
demo,33,0.657341947,3.999998386,167450
demo,33,0.623165987,3.999999697,167460
demo,33,0.590733948,4.000000503,167470
demo,33,0.559920859,4.000000023,167480
demo,33,0.530724222,3.999999914,167490
demo,33,0.503041927,3.999999965,167500
demo,33,0.476845597,4.000000063,167510
demo,33,0.452001349,4.000000122,167520
demo,33,0.428469934,4.00000014,167530
demo,33,0.406179222,4.000000157,167540
demo,33,0.385047338,4.000000154,167550
demo,33,0.365009589,4.000000075,167560
demo,33,0.346032422,4.000000021,167570
demo,33,0.32804511,3.999999985,167580
demo,33,0.31097321,3.999999946,167590
demo,33,0.294812066,3.999999947,167600
demo,33,0.279516932,3.999999962,167610
demo,33,0.265013365,3.999999997,167620
demo,33,0.25125864,4.000000033,167630
demo,33,0.238224182,4.000000054,167640
demo,33,0.225854542,4.000000075,167650
demo,33,0.214116349,4.000000097,167660
demo,33,0.203011623,4.000000094,167670
demo,33,0.192487067,4.000000068,167680
demo,33,0.182493096,4.000000027,167690
demo,33,0.173024212,3.999999993,167700
demo,33,0.164046351,3.999999963,167710
demo,33,0.155518586,3.999999928,167720
demo,33,0.147430737,3.999999912,167730
demo,33,0.139765387,3.999999933,167740
demo,33,0.132493141,3.999999996,167750
demo,33,0.12558894,4.000000077,167760
demo,33,0.119037549,4.000000139,167770
demo,33,0.112823707,4.000000176,167780
demo,33,0.106932149,4.000000184,167790
demo,33,0.101347612,4.000000155,167800
demo,33,-2,3.958814914,167810
demo,33,-2,3.954177873,167820
demo,33,-2,3.950380093,167830
demo,33,-2,3.947107975,167840
demo,33,-2,3.944171512,167850
demo,33,-2,3.941442733,167860
demo,33,-2,3.938840575,167870
demo,33,-2,3.936318438,167880
demo,33,-2,3.933868731,167890
demo,33,-2,3.931524335,167900
demo,33,-2,3.929198469,167910
demo,33,-2,3.926883403,167920
demo,33,-2,3.92457598,167930
demo,33,-2,3.922272763,167940
demo,33,-2,3.919973015,167950
demo,33,-2,3.917674765,167960
demo,33,-2,3.915376256,167970
demo,33,-2,3.913078291,167980
demo,33,-2,3.910780666,167990
demo,33,-2,3.908482448,168000
demo,33,-2,3.906356355,168010
demo,33,-2,3.904477134,168020
demo,33,-2,3.902597542,168030
demo,33,-2,3.900717861,168040
demo,33,-2,3.89883804,168050
demo,33,-2,3.896956754,168060
demo,33,-2,3.895074275,168070
demo,33,-2,3.893191389,168080
demo,33,-2,3.891308106,168090
demo,33,-2,3.88942454,168100
demo,33,-2,3.887537911,168110
demo,33,-2,3.885650518,168120
demo,33,-2,3.88376283,168130
demo,33,-2,3.881874843,168140
demo,33,-2,3.879888202,168150
demo,33,-2,3.87781173,168160
demo,33,-2,3.875734945,168170
demo,33,-2,3.873657843,168180
demo,33,-2,3.871580417,168190
demo,33,-2,3.869499504,168200
demo,33,-2,3.867413369,168210
demo,33,-2,3.86532694,168220
demo,33,-2,3.863240217,168230
demo,33,-2,3.861153204,168240
demo,33,-2,3.859057183,168250
demo,33,-2,3.856956386,168260
demo,33,-2,3.854855302,168270
demo,33,-2,3.852753933,168280
demo,33,-2,3.850985918,168290
demo,33,-2,3.849295334,168300
demo,33,-2,3.847602904,168310
demo,33,-2,3.845910194,168320
demo,33,-2,3.844217206,168330
demo,33,-2,3.842516709,168340
demo,33,-2,3.840786506,168350
demo,33,-2,3.839056027,168360
demo,33,-2,3.837325274,168370
demo,33,-2,3.835594248,168380
demo,33,-2,3.833834685,168390
demo,33,-2,3.83204244,168400
demo,33,-2,3.830229692,168410
demo,33,-2,3.828362659,168420
demo,33,-2,3.826495358,168430
demo,33,-2,3.824556426,168440
demo,33,-2,3.822591429,168450
demo,33,-2,3.820626169,168460
demo,33,-2,3.818660648,168470
demo,33,-2,3.816694428,168480
demo,33,-2,3.814583038,168490
demo,33,-2,3.812471389,168500
demo,33,-2,3.810359483,168510
demo,33,-2,3.808247319,168520
demo,33,-2,3.806082782,168530
demo,33,-2,3.803769754,168540
demo,33,-2,3.801149712,168550
demo,33,-2,3.798529416,168560
demo,33,-2,3.795908864,168570
demo,33,-2,3.793178305,168580
demo,33,-2,3.790354021,168590
demo,33,-2,3.787529483,168600
demo,33,-2,3.784704691,168610
demo,33,-2,3.781879647,168620
demo,33,-2,3.77894125,168630
demo,33,-2,3.775975819,168640
demo,33,-2,3.772951596,168650
demo,33,-2,3.769923035,168660
demo,33,-2,3.766893761,168670
demo,33,-2,3.763858722,168680
demo,33,-2,3.76082343,168690
demo,33,-2,3.757787884,168700
demo,33,-2,3.754752085,168710
demo,33,-2,3.751760258,168720
demo,33,-2,3.748851972,168730
demo,33,-2,3.74594343,168740
demo,33,-2,3.743034633,168750
demo,33,-2,3.740248573,168760
demo,33,-2,3.737720491,168770
demo,33,-2,3.735266134,168780
demo,33,-2,3.73281152,168790
demo,33,-2,3.730356649,168800
demo,33,-2,3.727901519,168810
demo,33,-2,3.72560565,168820
demo,33,-2,3.723330783,168830
demo,33,-2,3.721055656,168840
demo,33,-2,3.718780269,168850
demo,33,-2,3.716524977,168860
demo,33,-2,3.714384004,168870
demo,33,-2,3.712242768,168880
demo,33,-2,3.710026636,168890
demo,33,-2,3.707694924,168900
demo,33,-2,3.705399768,168910
demo,33,-2,3.703155325,168920
demo,33,-2,3.700910615,168930
demo,33,-2,3.698665638,168940
demo,33,-2,3.696420392,168950
demo,33,-2,3.694211152,168960
demo,33,-2,3.692018104,168970
demo,33,-2,3.689824783,168980
demo,33,-2,3.687631188,168990
demo,33,-2,3.685437317,169000
demo,33,-2,3.683275354,169010
demo,33,-2,3.681506937,169020
demo,33,-2,3.67973824,169030
demo,33,-2,3.677969262,169040
demo,33,-2,3.676204132,169050
demo,33,-2,3.674452965,169060
demo,33,-2,3.672701512,169070
demo,33,-2,3.67094977,169080
demo,33,-2,3.669197738,169090
demo,33,-2,3.667451683,169100
demo,33,-2,3.665711772,169110
demo,33,-2,3.663971566,169120
demo,33,-2,3.662231062,169130
demo,33,-2,3.660490257,169140
demo,33,-2,3.658757699,169150
demo,33,-2,3.65706564,169160
demo,33,-2,3.655475997,169170
demo,33,-2,3.653886045,169180
demo,33,-2,3.652296153,169190
demo,33,-2,3.650717862,169200
demo,33,-2,3.649139254,169210
demo,33,-2,3.647560327,169220
demo,33,-2,3.645981078,169230
demo,33,-2,3.644405896,169240
demo,33,-2,3.642840701,169250
demo,33,-2,3.641275176,169260
demo,33,-2,3.639709317,169270
demo,33,-2,3.638143121,169280
demo,33,-2,3.636586481,169290
demo,33,-2,3.635037049,169300
demo,33,-2,3.63348727,169310
demo,33,-2,3.631937142,169320
demo,33,-2,3.630386661,169330
demo,33,-2,3.628852058,169340
demo,33,-2,3.627320288,169350
demo,33,-2,3.625788153,169360
demo,33,-2,3.624350698,169370
demo,33,-2,3.623005888,169380
demo,33,-2,3.621685699,169390
demo,33,-2,3.620365129,169400
demo,33,-2,3.619044174,169410
demo,33,-2,3.617722829,169420
demo,33,-2,3.616403973,169430
demo,33,-2,3.615089574,169440
demo,33,-2,3.613774771,169450
demo,33,-2,3.612459559,169460
demo,33,-2,3.611143934,169470
demo,33,-2,3.60982923,169480
demo,33,-2,3.608514853,169490
demo,33,-2,3.607200046,169500
demo,33,-2,3.605884805,169510
demo,33,-2,3.604569123,169520
demo,33,-2,3.603252577,169530
demo,33,-2,3.601935538,169540
demo,33,-2,3.60061804,169550
demo,33,-2,3.599300077,169560
demo,33,-2,3.597977882,169570
demo,33,-2,3.596746463,169580
demo,33,-2,3.59566967,169590
demo,33,-2,3.594592385,169600
demo,33,-2,3.593514601,169610
demo,33,-2,3.592415633,169620
demo,33,-2,3.591290495,169630
demo,33,-2,3.590164835,169640
demo,33,-2,3.589038645,169650
demo,33,-2,3.587911917,169660
demo,33,-2,3.586733277,169670
demo,33,-2,3.585533576,169680
demo,33,-2,3.584333311,169690
demo,33,-2,3.583132474,169700
demo,33,-2,3.581931053,169710
demo,33,-2,3.580633678,169720
demo,33,-2,3.579334064,169730
demo,33,-2,3.578033838,169740
demo,33,-2,3.576732988,169750
demo,33,-2,3.575401667,169760
demo,33,-2,3.573980923,169770
demo,33,-2,3.572518996,169780
demo,33,-2,3.571018176,169790
demo,33,-2,3.569516677,169800
demo,33,-2,3.567944771,169810
demo,33,-2,3.566307804,169820
demo,33,-2,3.564670119,169830
demo,33,-2,3.563031702,169840
demo,33,-2,3.561392539,169850
demo,33,-2,3.559640889,169860
demo,33,-2,3.557858481,169870
demo,33,-2,3.556075282,169880
demo,33,-2,3.554291278,169890
demo,33,-2,3.552498428,169900
demo,33,-2,3.550571641,169910
demo,33,-2,3.548643997,169920
demo,33,-2,3.546715479,169930
demo,33,-2,3.544786072,169940
demo,33,-2,3.542812471,169950
demo,33,-2,3.540748165,169960
demo,33,-2,3.53868291,169970
demo,33,-2,3.536619055,169980
demo,33,-2,3.534605781,169990
demo,33,-2,3.532520716,170000
demo,33,-2,3.530386181,170010
demo,33,-2,3.528250584,170020
demo,33,-2,3.526113902,170030
demo,33,-2,3.523976108,170040
demo,33,-2,3.521749231,170050
demo,33,-2,3.519507121,170060
demo,33,-2,3.517263817,170070
demo,33,-2,3.51501929,170080
demo,33,-2,3.512762446,170090
demo,33,-2,3.510430581,170100
demo,33,-2,3.508097399,170110
demo,33,-2,3.505762864,170120
demo,33,-2,3.503426943,170130
demo,33,-2,3.501060655,170140
demo,33,-2,3.49864928,170150
demo,33,-2,3.496236402,170160
demo,33,-2,3.493821981,170170
demo,33,-2,3.491405975,170180
demo,33,-2,3.488939016,170190
demo,33,-2,3.486384074,170200
demo,33,-2,3.483744426,170210
demo,33,-2,3.481103003,170220
demo,33,-2,3.478459751,170230
demo,33,-2,3.475716849,170240
demo,33,-2,3.472965265,170250
demo,33,-2,3.47021168,170260
demo,33,-2,3.467456034,170270
demo,33,-2,3.46465977,170280
demo,33,-2,3.461710938,170290
demo,33,-2,3.458758079,170300
demo,33,-2,3.455767786,170310
demo,33,-2,3.452775074,170320
demo,33,-2,3.449618105,170330
demo,33,-2,3.446277682,170340
demo,33,-2,3.442934582,170350
demo,33,-2,3.43958871,170360
demo,33,-2,3.436239967,170370
demo,33,-2,3.432520775,170380
demo,33,-2,3.428669664,170390
demo,33,-2,3.424815351,170400
demo,33,-2,3.421028841,170410
demo,33,-2,3.417243046,170420
demo,33,-2,3.413013428,170430
demo,33,-2,3.408780077,170440
demo,33,-2,3.404542841,170450
demo,33,-2,3.400301558,170460
demo,33,-2,3.396019581,170470
demo,33,-2,3.39163801,170480
demo,33,-2,3.387251849,170490
demo,33,-2,3.382825537,170500
demo,33,-2,3.378050026,170510
demo,33,-2,3.373352669,170520
demo,33,-2,3.368719352,170530
demo,33,-2,3.364080283,170540
demo,33,-2,3.359435181,170550
demo,33,-2,3.354783746,170560
demo,33,-2,3.350302041,170570
demo,33,-2,3.345853731,170580
demo,33,-2,3.341398046,170590
demo,33,-2,3.336934587,170600
demo,33,-2,3.332509949,170610
demo,33,-2,3.328098094,170620
demo,33,-2,3.323677064,170630
demo,33,-2,3.319246316,170640
demo,33,-2,3.314805257,170650
demo,33,-2,3.310150396,170660
demo,33,-2,3.3051077,170670
demo,33,-2,3.300052577,170680
demo,33,-2,3.294984187,170690
demo,33,-2,3.289901605,170700
demo,33,-2,3.28371218,170710
demo,33,-2,3.276833885,170720
demo,33,-2,3.26993802,170730
demo,33,-2,3.263023208,170740
demo,33,-2,3.256087912,170750
demo,33,-2,3.245722213,170760
demo,33,-2,3.234898147,170770
demo,33,-2,3.224047789,170780
demo,33,-2,3.213168685,170790
demo,33,-2,3.20101454,170800
demo,33,-2,3.181965129,170810
demo,33,-2,3.162574111,170820
demo,33,-2,3.143140492,170830
demo,33,-2,3.12365936,170840
demo,33,-2,3.097219837,170850
demo,33,-2,3.061326012,170860
demo,33,-2,3.025364066,170870
demo,33,-2,2.989324303,170880
demo,33,-2,2.953194949,170890
demo,33,-2,2.894164918,170900
demo,33,-2,2.824821195,170910
demo,34,4,3.125280361,170920
demo,34,4,3.203782948,170930
demo,34,4,3.276986275,170940
demo,34,4,3.319753051,170950
demo,34,4,3.35747327,170960
demo,34,4,3.385796061,170970
demo,34,4,3.405752688,170980
demo,34,4,3.424411986,170990
demo,34,4,3.436419855,171000
demo,34,4,3.448403914,171010
demo,34,4,3.457672837,171020
demo,34,4,3.466170089,171030
demo,34,4,3.474228801,171040
demo,34,4,3.481652236,171050
demo,34,4,3.489120404,171060
demo,34,4,3.496707206,171070
demo,34,4,3.504399333,171080
demo,34,4,3.51242721,171090
demo,34,4,3.520630893,171100
demo,34,4,3.528965943,171110
demo,34,4,3.537289279,171120
demo,34,4,3.545137544,171130
demo,34,4,3.552764134,171140
demo,34,4,3.56040329,171150
demo,34,4,3.56754943,171160
demo,34,4,3.574415738,171170
demo,34,4,3.581178999,171180
demo,34,4,3.587184185,171190
demo,34,4,3.593208118,171200
demo,34,4,3.598667832,171210
demo,34,4,3.604014409,171220
demo,34,4,3.609147006,171230
demo,34,4,3.614098911,171240
demo,34,4,3.619040658,171250
demo,34,4,3.623810757,171260
demo,34,4,3.628544795,171270
demo,34,4,3.632939237,171280
demo,34,4,3.637307781,171290
demo,34,4,3.641631788,171300
demo,34,4,3.645876163,171310
demo,34,4,3.650127832,171320
demo,34,4,3.654221581,171330
demo,34,4,3.658324166,171340
demo,34,4,3.662303441,171350
demo,34,4,3.66621872,171360
demo,34,4,3.670075339,171370
demo,34,4,3.673806297,171380
demo,34,4,3.677613556,171390
demo,34,4,3.681185409,171400
demo,34,4,3.684740214,171410
demo,34,4,3.688148142,171420
demo,34,4,3.691433396,171430
demo,34,4,3.694674845,171440
